,a2_i,a2_j,a1_i,a1_j,b2_i,b2_j,b1_i,b1_j,y1,y2
0,6.0,3.0,6.0,3.0,,,4.0,3.0,1.0,0.0
1,6.0,4.0,6.0,2.0,,,4.0,4.0,1.0,0.0
2,6.0,5.0,6.0,2.0,,,,,1.0,0.0
3,6.0,4.0,6.0,1.0,,,3.0,4.0,1.0,0.0
4,6.0,4.0,6.0,1.0,,,2.0,4.0,1.0,0.0
5,6.0,3.0,6.0,1.0,,,,,3.0,0.0
6,6.0,3.0,6.0,2.0,,,,,3.0,0.0
7,6.0,3.0,6.0,3.0,,,,,3.0,0.0
8,6.0,3.0,6.0,4.0,,,,,3.0,0.0
9,5.0,3.0,,,,,,,2.0,0.0
10,5.0,4.0,6.0,4.0,,,1.0,4.0,2.0,0.0
11,5.0,4.0,6.0,4.0,,,0.0,4.0,2.0,0.0
12,5.0,4.0,6.0,4.0,,,1.0,4.0,2.0,0.0
13,4.0,4.0,,,,,2.0,4.0,2.0,0.0
14,4.0,5.0,,,,,,,2.0,0.0
15,4.0,6.0,,,,,,,2.0,0.0
16,4.0,6.0,,,,,2.0,6.0,2.0,0.0
17,3.0,6.0,,,,,,,2.0,0.0
18,3.0,5.0,,,,,,,1.0,0.0
19,3.0,5.0,,,,,,,1.0,0.0
20,3.0,5.0,,,,,,,1.0,0.0
21,2.0,5.0,,,,,2.0,3.0,1.0,0.0
22,2.0,6.0,6.0,6.0,,,2.0,4.0,0.0,0.0
23,2.0,5.0,,,,,2.0,3.0,1.0,0.0
24,3.0,5.0,6.0,5.0,,,,,1.0,0.0
25,3.0,5.0,5.0,5.0,,,3.0,2.0,1.0,0.0
26,2.0,5.0,,,,,,,1.0,0.0
27,3.0,5.0,,,,,,,1.0,0.0
28,3.0,6.0,,,,,,,0.0,0.0
29,4.0,6.0,,,,,4.0,2.0,0.0,0.0
30,3.0,6.0,,,,,,,0.0,0.0
31,4.0,6.0,,,,,,,0.0,0.0
32,3.0,6.0,,,,,,,0.0,0.0
33,3.0,6.0,,,,,,,0.0,0.0
34,3.0,5.0,,,,,,,0.0,0.0
35,4.0,5.0,,,,,,,0.0,0.0
36,3.0,5.0,,,,,,,0.0,0.0
37,4.0,5.0,,,,,,,0.0,0.0
38,4.0,4.0,,,,,,,0.0,0.0
39,4.0,5.0,,,,,,,0.0,0.0
40,4.0,6.0,,,,,4.0,4.0,0.0,0.0
41,3.0,6.0,,,,,,,0.0,0.0
42,4.0,6.0,,,,,,,0.0,0.0
43,3.0,6.0,,,,,,,0.0,0.0
44,2.0,6.0,,,,,,,0.0,0.0
45,2.0,5.0,,,,,4.0,5.0,0.0,0.0
46,2.0,4.0,,,,,,,0.0,0.0
47,1.0,4.0,,,,,,,0.0,0.0
48,1.0,5.0,,,,,,,0.0,0.0
49,1.0,6.0,,,1.0,4.0,,,0.0,0.0
50,0.0,6.0,,,,,3.0,6.0,3.0,0.0
51,0.0,6.0,,,,,3.0,6.0,3.0,0.0
52,0.0,6.0,,,,,3.0,6.0,3.0,0.0
53,0.0,6.0,,,,,,,2.0,0.0
54,1.0,6.0,,,1.0,5.0,3.0,6.0,0.0,0.0
55,1.0,5.0,,,0.0,5.0,3.0,5.0,0.0,0.0
56,2.0,5.0,,,,,4.0,5.0,0.0,1.0
57,3.0,5.0,,,,,3.0,5.0,0.0,1.0
58,3.0,5.0,,,,,2.0,5.0,2.0,0.0
59,4.0,5.0,,,,,,,2.0,1.0
60,4.0,5.0,,,,,,,1.0,0.0
61,3.0,5.0,,,,,3.0,3.0,1.0,0.0
62,4.0,5.0,,,,,,,1.0,0.0
63,4.0,5.0,,,,,,,1.0,1.0
64,4.0,4.0,,,,,,,1.0,0.0
65,4.0,3.0,,,,,,,2.0,1.0
66,4.0,4.0,,,,,,,2.0,1.0
67,4.0,3.0,,,,,,,2.0,1.0
68,5.0,3.0,,,,,,,2.0,1.0
69,4.0,3.0,,,,,,,2.0,0.0
70,3.0,3.0,,,,,0.0,3.0,2.0,0.0
71,4.0,3.0,,,,,,,2.0,0.0
72,5.0,3.0,,,,,,,2.0,0.0
73,5.0,3.0,5.0,2.0,,,0.0,3.0,2.0,0.0
74,5.0,4.0,,,,,,,2.0,0.0
75,5.0,4.0,,,,,,,2.0,0.0
76,5.0,3.0,5.0,1.0,,,,,2.0,0.0
77,6.0,3.0,6.0,1.0,,,0.0,3.0,1.0,0.0
78,6.0,4.0,6.0,2.0,,,,,1.0,0.0
79,6.0,5.0,,,,,,,1.0,0.0
80,6.0,4.0,,,,,,,1.0,0.0
81,6.0,4.0,,,,,,,1.0,0.0
82,6.0,3.0,6.0,2.0,,,0.0,3.0,1.0,0.0
83,6.0,3.0,6.0,2.0,,,1.0,3.0,1.0,0.0
84,6.0,3.0,,,,,2.0,3.0,1.0,0.0
85,6.0,3.0,,,,,,,3.0,0.0
86,6.0,2.0,5.0,2.0,,,,,3.0,0.0
87,5.0,2.0,5.0,3.0,,,,,2.0,0.0
88,4.0,2.0,5.0,2.0,,,,,2.0,0.0
89,4.0,2.0,5.0,2.0,,,,,2.0,0.0
90,5.0,2.0,4.0,2.0,,,,,2.0,0.0
91,5.0,3.0,,,,,3.0,3.0,2.0,0.0
92,6.0,3.0,,,,,2.0,3.0,1.0,1.0
93,6.0,3.0,,,,,1.0,3.0,1.0,0.0
94,6.0,3.0,6.0,1.0,,,1.0,3.0,1.0,0.0
95,6.0,4.0,6.0,1.0,,,1.0,4.0,1.0,0.0
96,6.0,3.0,6.0,1.0,,,,,3.0,0.0
97,6.0,2.0,6.0,1.0,,,,,3.0,0.0
98,6.0,3.0,6.0,1.0,,,,,3.0,0.0
99,5.0,3.0,,,,,1.0,3.0,2.0,0.0
100,5.0,2.0,6.0,2.0,,,,,2.0,0.0
101,4.0,2.0,6.0,2.0,,,,,2.0,0.0
102,3.0,2.0,,,,,,,3.0,0.0
103,3.0,1.0,,,,,,,3.0,0.0
104,4.0,1.0,,,,,,,3.0,0.0
105,4.0,1.0,,,,,,,3.0,0.0
106,4.0,1.0,,,,,,,3.0,0.0
107,5.0,1.0,,,,,,,3.0,0.0
108,5.0,0.0,,,,,,,2.0,0.0
109,4.0,0.0,,,,,,,2.0,0.0
110,4.0,0.0,,,,,,,2.0,0.0
111,3.0,0.0,,,,,3.0,4.0,0.0,0.0
112,3.0,0.0,,,,,3.0,3.0,0.0,0.0
113,3.0,0.0,,,,,3.0,3.0,0.0,0.0
114,3.0,1.0,6.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0
115,3.0,2.0,,,3.0,3.0,3.0,1.0,1.0,0.0
116,4.0,2.0,,,,,3.0,2.0,2.0,0.0
117,4.0,2.0,,,3.0,2.0,,,2.0,0.0
118,3.0,2.0,,,3.0,2.0,3.0,3.0,3.0,0.0
119,3.0,1.0,,,3.0,3.0,,,3.0,0.0
120,4.0,1.0,6.0,1.0,,,,,2.0,0.0
121,4.0,1.0,,,4.0,4.0,,,2.0,0.0
122,4.0,0.0,,,4.0,5.0,,,2.0,1.0
123,5.0,0.0,,,,,2.0,0.0,2.0,1.0
124,6.0,0.0,6.0,2.0,,,3.0,0.0,1.0,0.0
125,5.0,0.0,,,,,3.0,0.0,2.0,0.0
126,6.0,0.0,6.0,2.0,,,2.0,0.0,1.0,0.0
127,6.0,0.0,6.0,2.0,,,3.0,0.0,1.0,0.0
128,5.0,0.0,,,,,3.0,0.0,2.0,0.0
129,6.0,0.0,6.0,2.0,,,3.0,0.0,1.0,0.0
130,6.0,0.0,6.0,2.0,,,,,0.0,0.0
131,5.0,0.0,,,,,3.0,0.0,2.0,0.0
132,6.0,0.0,6.0,2.0,,,,,0.0,0.0
133,6.0,0.0,6.0,2.0,,,,,0.0,0.0
134,5.0,0.0,5.0,2.0,,,,,2.0,0.0
135,5.0,1.0,,,,,3.0,1.0,2.0,0.0
136,6.0,1.0,6.0,2.0,,,,,3.0,0.0
137,6.0,0.0,6.0,2.0,,,,,0.0,0.0
138,6.0,0.0,6.0,3.0,,,,,0.0,0.0
139,6.0,0.0,6.0,4.0,,,3.0,0.0,1.0,0.0
140,5.0,0.0,5.0,4.0,,,,,2.0,0.0
141,5.0,0.0,5.0,3.0,,,,,2.0,0.0
142,5.0,0.0,5.0,2.0,,,,,2.0,0.0
143,5.0,0.0,5.0,3.0,,,,,2.0,0.0
144,5.0,0.0,,,,,,,2.0,0.0
145,5.0,1.0,5.0,3.0,,,2.0,1.0,2.0,0.0
146,5.0,0.0,,,,,2.0,0.0,2.0,0.0
147,5.0,0.0,,,,,2.0,0.0,2.0,0.0
148,5.0,1.0,,,,,,,2.0,0.0
149,5.0,0.0,5.0,3.0,,,2.0,0.0,2.0,0.0
150,5.0,0.0,,,,,,,2.0,0.0
151,5.0,1.0,5.0,3.0,,,1.0,1.0,2.0,0.0
152,4.0,1.0,,,,,,,2.0,0.0
153,5.0,1.0,5.0,1.0,,,,,2.0,0.0
154,5.0,2.0,,,,,1.0,2.0,2.0,0.0
155,5.0,3.0,,,,,1.0,3.0,2.0,1.0
156,5.0,2.0,3.0,2.0,,,1.0,2.0,2.0,1.0
157,5.0,3.0,,,,,,,2.0,1.0
158,4.0,3.0,,,,,,,2.0,1.0
159,3.0,3.0,3.0,1.0,,,,,1.0,1.0
160,2.0,3.0,,,2.0,6.0,,,1.0,1.0
161,2.0,2.0,2.0,2.0,2.0,5.0,,,1.0,1.0
162,1.0,2.0,,,,,1.0,0.0,1.0,1.0
163,2.0,2.0,2.0,2.0,,,2.0,0.0,1.0,1.0
164,2.0,3.0,,,,,2.0,0.0,1.0,1.0
165,2.0,2.0,,,,,,,1.0,1.0
166,2.0,1.0,3.0,1.0,,,,,0.0,1.0
167,2.0,0.0,2.0,1.0,,,2.0,0.0,0.0,1.0
168,3.0,0.0,,,3.0,4.0,3.0,0.0,0.0,1.0
169,3.0,1.0,,,3.0,5.0,3.0,1.0,0.0,1.0
170,3.0,0.0,,,,,3.0,1.0,0.0,1.0
171,3.0,1.0,,,3.0,5.0,3.0,1.0,0.0,1.0
172,2.0,1.0,,,,,3.0,1.0,0.0,1.0
173,2.0,2.0,2.0,2.0,,,2.0,1.0,1.0,1.0
174,3.0,2.0,3.0,2.0,,,,,1.0,1.0
175,4.0,2.0,,,4.0,4.0,,,1.0,1.0
176,4.0,3.0,,,4.0,4.0,,,1.0,1.0
177,4.0,4.0,,,4.0,5.0,,,1.0,1.0
178,4.0,4.0,,,4.0,5.0,,,1.0,1.0
179,4.0,5.0,,,3.0,5.0,,,1.0,1.0
180,5.0,5.0,,,4.0,5.0,,,1.0,1.0
181,6.0,5.0,,,,,,,1.0,1.0
182,5.0,5.0,,,4.0,5.0,,,1.0,1.0
183,6.0,5.0,,,,,,,1.0,1.0
184,6.0,6.0,,,,,,,0.0,1.0
185,5.0,6.0,,,5.0,5.0,,,2.0,1.0
186,4.0,6.0,,,,,,,2.0,1.0
187,4.0,6.0,,,4.0,4.0,,,2.0,1.0
188,5.0,6.0,,,5.0,4.0,,,2.0,2.0
189,5.0,5.0,,,5.0,4.0,,,1.0,1.0
190,5.0,6.0,,,,,,,2.0,1.0
191,5.0,5.0,,,,,,,1.0,2.0
192,6.0,5.0,,,6.0,3.0,,,1.0,2.0
193,6.0,5.0,,,6.0,4.0,,,1.0,2.0
194,6.0,5.0,,,,,,,1.0,1.0
195,6.0,6.0,,,,,,,0.0,1.0
196,5.0,6.0,,,5.0,4.0,,,2.0,2.0
197,4.0,6.0,,,,,,,2.0,2.0
198,5.0,6.0,,,5.0,4.0,,,2.0,2.0
199,5.0,5.0,,,5.0,3.0,,,2.0,2.0
200,5.0,5.0,,,5.0,2.0,,,2.0,2.0
201,5.0,4.0,,,5.0,1.0,,,2.0,2.0
202,5.0,3.0,,,5.0,1.0,1.0,3.0,2.0,2.0
203,5.0,4.0,,,,,,,2.0,2.0
204,4.0,4.0,,,4.0,1.0,,,2.0,2.0
205,3.0,4.0,,,,,,,1.0,2.0
206,2.0,4.0,,,,,,,0.0,2.0
207,2.0,3.0,,,,,,,0.0,2.0
208,2.0,2.0,,,,,,,3.0,2.0
209,2.0,1.0,,,5.0,1.0,,,3.0,2.0
210,2.0,1.0,,,5.0,1.0,,,3.0,2.0
211,1.0,1.0,1.0,1.0,6.0,1.0,,,3.0,2.0
212,1.0,0.0,1.0,0.0,,,,,0.0,2.0
213,1.0,1.0,,,,,1.0,4.0,3.0,2.0
214,1.0,0.0,0.0,0.0,,,1.0,3.0,0.0,2.0
215,0.0,0.0,1.0,0.0,,,,,1.0,2.0
216,0.0,0.0,0.0,0.0,,,,,1.0,2.0
217,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0,2.0
218,0.0,0.0,0.0,1.0,,,,,1.0,2.0
219,1.0,0.0,0.0,0.0,,,,,0.0,2.0
220,0.0,0.0,0.0,0.0,,,,,1.0,2.0
221,0.0,0.0,0.0,1.0,,,,,1.0,2.0
222,0.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0
223,0.0,1.0,0.0,0.0,5.0,1.0,,,3.0,2.0
224,0.0,1.0,0.0,1.0,,,1.0,1.0,1.0,2.0
225,0.0,2.0,,,,,1.0,2.0,1.0,2.0
226,0.0,2.0,,,,,1.0,2.0,1.0,2.0
227,0.0,3.0,,,,,0.0,2.0,1.0,2.0
228,0.0,3.0,,,,,,,1.0,2.0
229,0.0,3.0,,,,,,,1.0,2.0
230,1.0,3.0,,,,,1.0,2.0,1.0,2.0
231,1.0,2.0,,,,,1.0,1.0,1.0,2.0
232,0.0,2.0,,,,,,,1.0,2.0
233,0.0,2.0,,,,,,,1.0,2.0
234,1.0,2.0,,,,,1.0,0.0,1.0,2.0
235,1.0,3.0,,,,,,,1.0,2.0
236,0.0,3.0,,,,,0.0,0.0,1.0,2.0
237,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0
238,0.0,3.0,,,4.0,3.0,0.0,1.0,1.0,1.0
239,1.0,3.0,,,5.0,3.0,,,1.0,1.0
240,1.0,4.0,,,,,,,1.0,1.0
241,0.0,4.0,,,,,0.0,0.0,1.0,1.0
242,0.0,4.0,,,3.0,4.0,0.0,0.0,1.0,1.0
243,0.0,4.0,,,,,0.0,0.0,1.0,1.0
244,0.0,3.0,,,,,0.0,0.0,1.0,1.0
245,0.0,3.0,,,,,0.0,0.0,1.0,1.0
246,0.0,4.0,,,,,0.0,0.0,1.0,1.0
247,0.0,4.0,,,3.0,4.0,0.0,0.0,1.0,1.0
248,1.0,4.0,,,4.0,4.0,1.0,0.0,1.0,1.0
249,1.0,4.0,,,,,1.0,0.0,1.0,1.0
250,1.0,4.0,,,4.0,4.0,,,1.0,1.0
251,1.0,5.0,,,,,,,1.0,1.0
252,2.0,5.0,2.0,0.0,,,,,1.0,1.0
253,2.0,6.0,2.0,0.0,,,,,0.0,1.0
254,1.0,6.0,1.0,0.0,,,,,0.0,1.0
255,1.0,5.0,1.0,0.0,5.0,5.0,,,1.0,1.0
256,1.0,5.0,,,,,,,1.0,1.0
257,1.0,5.0,,,,,,,1.0,1.0
258,1.0,5.0,,,,,,,1.0,1.0
259,1.0,6.0,,,,,,,0.0,2.0
260,0.0,6.0,,,,,,,2.0,1.0
261,0.0,5.0,,,,,,,1.0,1.0
262,0.0,4.0,,,,,,,1.0,2.0
263,0.0,4.0,,,,,,,1.0,2.0
264,0.0,3.0,,,,,,,1.0,2.0
265,0.0,2.0,2.0,2.0,,,3.0,2.0,1.0,2.0
266,0.0,2.0,,,,,2.0,2.0,1.0,2.0
267,0.0,2.0,,,,,3.0,2.0,1.0,2.0
268,1.0,2.0,,,,,,,0.0,1.0
269,0.0,2.0,,,5.0,2.0,,,1.0,1.0
270,0.0,2.0,,,,,,,1.0,1.0
271,1.0,2.0,,,,,,,0.0,1.0
272,1.0,3.0,,,5.0,3.0,,,0.0,1.0
273,0.0,3.0,,,6.0,3.0,,,1.0,1.0
274,0.0,4.0,,,,,,,1.0,1.0
275,0.0,4.0,,,,,,,1.0,1.0
276,0.0,3.0,,,,,4.0,3.0,1.0,2.0
277,0.0,4.0,,,,,,,1.0,2.0
278,1.0,4.0,,,,,,,0.0,2.0
279,2.0,4.0,,,,,,,0.0,2.0
280,2.0,3.0,,,,,4.0,3.0,0.0,2.0
281,2.0,4.0,,,,,,,0.0,2.0
282,1.0,4.0,,,,,,,0.0,2.0
283,0.0,4.0,,,,,,,1.0,2.0
284,0.0,4.0,,,,,4.0,4.0,1.0,2.0
285,0.0,3.0,,,,,,,3.0,2.0
286,1.0,3.0,,,,,,,0.0,2.0
287,1.0,4.0,,,,,,,0.0,0.0
288,1.0,5.0,,,,,,,0.0,0.0
289,0.0,5.0,,,,,,,1.0,2.0
290,0.0,5.0,,,,,3.0,5.0,1.0,2.0
291,0.0,5.0,,,,,2.0,5.0,1.0,2.0
292,1.0,5.0,,,,,2.0,5.0,0.0,2.0
293,2.0,5.0,,,,,1.0,5.0,2.0,2.0
294,1.0,5.0,,,,,1.0,4.0,1.0,3.0
295,0.0,5.0,,,,,,,1.0,3.0
296,0.0,5.0,,,,,,,1.0,3.0
297,0.0,6.0,,,,,,,2.0,3.0
298,0.0,6.0,,,,,,,2.0,3.0
299,1.0,6.0,,,,,,,0.0,3.0
300,1.0,5.0,,,,,,,1.0,3.0
301,1.0,5.0,,,,,,,0.0,3.0
302,1.0,5.0,,,,,,,1.0,3.0
303,1.0,4.0,,,,,1.0,3.0,1.0,3.0
304,1.0,4.0,6.0,4.0,,,1.0,3.0,1.0,3.0
305,1.0,3.0,,,,,0.0,3.0,2.0,3.0
306,2.0,3.0,,,,,1.0,3.0,2.0,3.0
307,2.0,3.0,,,,,1.0,3.0,2.0,3.0
308,2.0,2.0,,,,,,,2.0,3.0
309,2.0,1.0,,,,,,,2.0,0.0
310,3.0,1.0,,,3.0,3.0,,,2.0,0.0
311,3.0,2.0,,,,,,,2.0,0.0
312,4.0,2.0,,,,,,,2.0,3.0
313,4.0,2.0,,,,,,,2.0,2.0
314,4.0,3.0,,,,,,,2.0,3.0
315,4.0,2.0,,,,,,,2.0,3.0
316,5.0,2.0,,,,,,,2.0,3.0
317,4.0,2.0,,,6.0,2.0,,,2.0,3.0
318,5.0,2.0,,,,,,,2.0,3.0
319,5.0,3.0,,,,,,,2.0,3.0
320,4.0,3.0,,,,,,,2.0,3.0
321,4.0,3.0,,,,,,,2.0,3.0
322,5.0,3.0,,,5.0,3.0,,,2.0,0.0
323,6.0,3.0,,,,,,,3.0,3.0
324,6.0,3.0,,,6.0,2.0,,,3.0,3.0
325,6.0,3.0,,,6.0,2.0,,,3.0,3.0
326,6.0,3.0,,,6.0,1.0,,,3.0,3.0
327,5.0,3.0,5.0,5.0,,,,,2.0,3.0
328,4.0,3.0,,,,,,,2.0,3.0
329,4.0,2.0,,,,,,,2.0,3.0
330,5.0,2.0,5.0,5.0,,,,,2.0,3.0
331,4.0,2.0,,,,,,,2.0,3.0
332,4.0,1.0,4.0,4.0,,,,,3.0,3.0
333,5.0,1.0,,,,,,,2.0,3.0
334,4.0,1.0,,,,,,,2.0,3.0
335,4.0,0.0,,,,,,,2.0,3.0
336,3.0,0.0,,,,,,,2.0,2.0
337,2.0,0.0,,,,,,,2.0,3.0
338,1.0,0.0,,,,,1.0,4.0,0.0,3.0
339,1.0,1.0,,,6.0,1.0,,,3.0,3.0
340,1.0,2.0,,,,,,,3.0,3.0
341,1.0,2.0,,,,,,,3.0,3.0
342,1.0,2.0,,,,,,,3.0,3.0
343,1.0,2.0,,,,,,,3.0,3.0
344,2.0,2.0,,,,,,,2.0,3.0
345,2.0,2.0,,,,,0.0,2.0,2.0,3.0
346,1.0,2.0,,,,,1.0,2.0,0.0,3.0
347,1.0,1.0,,,,,1.0,1.0,0.0,3.0
348,2.0,1.0,,,,,,,2.0,3.0
349,3.0,1.0,,,4.0,1.0,,,2.0,3.0
350,3.0,2.0,4.0,2.0,,,,,2.0,3.0
351,3.0,2.0,5.0,2.0,,,,,2.0,0.0
352,4.0,2.0,5.0,2.0,4.0,1.0,,,2.0,0.0
353,4.0,3.0,,,,,,,2.0,0.0
354,4.0,4.0,,,4.0,1.0,,,2.0,0.0
355,4.0,4.0,,,4.0,1.0,,,2.0,0.0
356,5.0,4.0,,,,,,,2.0,0.0
357,5.0,5.0,,,,,,,2.0,3.0
358,5.0,6.0,,,,,,,2.0,0.0
359,5.0,6.0,,,,,,,2.0,0.0
360,6.0,6.0,6.0,3.0,,,,,0.0,0.0
361,6.0,6.0,6.0,4.0,,,,,0.0,0.0
362,6.0,6.0,6.0,4.0,,,,,0.0,0.0
363,6.0,6.0,6.0,4.0,,,,,0.0,3.0
364,6.0,6.0,6.0,4.0,,,,,0.0,0.0
365,6.0,6.0,6.0,3.0,,,,,0.0,0.0
366,6.0,6.0,,,6.0,3.0,,,0.0,2.0
367,5.0,6.0,5.0,3.0,5.0,3.0,,,2.0,0.0
368,5.0,6.0,5.0,3.0,5.0,4.0,,,2.0,1.0
369,6.0,6.0,,,,,,,0.0,0.0
370,5.0,6.0,5.0,3.0,,,,,2.0,0.0
371,5.0,5.0,5.0,4.0,,,,,2.0,0.0
372,4.0,5.0,,,,,0.0,5.0,2.0,0.0
373,4.0,6.0,,,,,,,2.0,0.0
374,4.0,6.0,6.0,6.0,,,0.0,6.0,2.0,0.0
375,4.0,5.0,,,,,,,2.0,0.0
376,3.0,5.0,,,,,,,2.0,0.0
377,4.0,5.0,,,,,,,2.0,0.0
378,3.0,5.0,,,,,,,2.0,0.0
379,3.0,5.0,,,,,1.0,5.0,2.0,0.0
380,3.0,6.0,5.0,6.0,,,,,2.0,0.0
381,4.0,6.0,4.0,6.0,,,,,2.0,0.0
382,4.0,6.0,4.0,6.0,,,,,2.0,0.0
383,5.0,6.0,3.0,6.0,,,,,2.0,0.0
384,5.0,5.0,,,,,,,2.0,0.0
385,4.0,5.0,,,,,,,1.0,0.0
386,4.0,5.0,4.0,6.0,,,4.0,3.0,1.0,0.0
387,5.0,5.0,,,,,5.0,3.0,1.0,0.0
388,6.0,5.0,,,,,,,1.0,3.0
389,6.0,5.0,,,,,,,1.0,0.0
390,6.0,4.0,,,0.0,4.0,,,1.0,0.0
391,6.0,4.0,,,,,,,1.0,0.0
392,6.0,4.0,,,,,,,1.0,3.0
393,6.0,3.0,,,,,,,1.0,3.0
394,6.0,4.0,,,,,,,1.0,0.0
395,6.0,4.0,,,,,,,1.0,0.0
396,6.0,4.0,3.0,4.0,,,,,1.0,0.0
397,6.0,5.0,,,,,,,1.0,0.0
398,6.0,5.0,,,,,,,1.0,0.0
399,6.0,5.0,,,,,,,1.0,0.0
400,6.0,6.0,,,,,,,0.0,0.0
401,5.0,6.0,,,,,,,2.0,0.0
402,5.0,5.0,2.0,5.0,,,1.0,5.0,2.0,0.0
403,5.0,6.0,,,,,1.0,6.0,2.0,0.0
404,5.0,5.0,3.0,5.0,,,,,2.0,0.0
405,5.0,5.0,3.0,5.0,,,,,2.0,3.0
406,5.0,4.0,,,,,,,2.0,3.0
407,5.0,3.0,,,,,,,2.0,3.0
408,5.0,2.0,,,,,,,3.0,3.0
409,5.0,2.0,,,2.0,2.0,,,3.0,3.0
410,5.0,1.0,,,,,,,3.0,3.0
411,4.0,1.0,,,,,,,3.0,3.0
412,4.0,1.0,,,,,,,3.0,3.0
413,5.0,1.0,,,2.0,1.0,,,3.0,3.0
414,5.0,0.0,,,2.0,0.0,,,2.0,3.0
415,5.0,0.0,,,2.0,0.0,,,2.0,3.0
416,5.0,0.0,,,,,,,2.0,3.0
417,5.0,1.0,,,,,,,2.0,3.0
418,5.0,2.0,5.0,6.0,,,,,2.0,3.0
419,5.0,2.0,,,,,,,2.0,3.0
420,5.0,2.0,,,,,,,2.0,3.0
421,5.0,2.0,,,,,,,2.0,3.0
422,4.0,2.0,,,,,,,3.0,3.0
423,4.0,1.0,,,2.0,1.0,,,3.0,3.0
424,5.0,1.0,5.0,6.0,,,,,3.0,3.0
425,5.0,2.0,5.0,5.0,1.0,2.0,,,2.0,0.0
426,5.0,1.0,,,,,,,3.0,0.0
427,5.0,1.0,,,,,,,3.0,3.0
428,5.0,2.0,,,2.0,2.0,,,2.0,3.0
429,4.0,2.0,,,1.0,2.0,,,2.0,3.0
430,3.0,2.0,,,2.0,2.0,,,2.0,3.0
431,3.0,3.0,,,,,,,2.0,3.0
432,2.0,3.0,,,,,,,3.0,3.0
433,2.0,2.0,,,,,,,3.0,3.0
434,3.0,2.0,,,,,,,3.0,3.0
435,2.0,2.0,,,,,,,3.0,3.0
436,3.0,2.0,,,3.0,2.0,,,3.0,3.0
437,3.0,3.0,,,3.0,3.0,,,3.0,3.0
438,3.0,3.0,,,2.0,3.0,,,3.0,3.0
439,3.0,2.0,,,2.0,2.0,,,3.0,3.0
440,3.0,3.0,,,,,,,3.0,3.0
441,3.0,4.0,,,,,,,2.0,3.0
442,3.0,5.0,4.0,5.0,,,1.0,5.0,2.0,3.0
443,3.0,5.0,3.0,5.0,,,,,2.0,3.0
